"model","category","data","mac full","param full","mac backbone","param backbone","zen score","az-expressivity","az-progressivity","az-trainability","mAP50-95","meco","mlps","mambas","c2fs","maxvits"
"bench_model_000126.yaml","full mlp","pedro_vtei.yaml",2077247936,6270401,1142556096,2872270,135.37204,56.16240597,-0.395642281,-2.002790878,0.567309804,13.592767,4,0,0,0
"bench_model_000088.yaml","full c2f","pedro_vtei.yaml",3319660800,9873267,1013766400,1198528,54.75637561,59.09549236,-0.295001984,-1.597776098,0.567118591,14.943967,0,0,4,0
"bench_model_000160.yaml","full mlp","pedro_vtei.yaml",1266522496,2973119,586285696,556540,93.21731913,48.81962419,-0.406218529,-1.749117433,0.567065782,13.505065,4,0,0,0
"bench_model_000700.yaml","full heterogeneous","pedro_vtei.yaml",3331522560,9763795,1414539520,2555856,49.515396,61.31561184,-0.318585396,-1.79925146,0.588252714,14.261836,0,0,2,2
"bench_model_000998.yaml","full heterogeneous","pedro_vtei.yaml",3650892800,9734459,2078545920,3852264,31.09854192,62.96103954,-0.756070614,-2.995867724,0.566861036,14.148548,0,3,1,0
"bench_model_000858.yaml","full heterogeneous","pedro_vtei.yaml",1398386176,4581003,908606976,2882040,111.0703514,55.5741148,-0.360252142,-1.823226039,0.585490596,13.804894,3,0,1,0
"bench_model_000892.yaml","full heterogeneous","pedro_vtei.yaml",1359776832,3233017,672151872,785718,40.99912286,53.75300336,-0.442371845,-1.884353174,0.580369383,13.74251,1,2,1,0
"bench_model_000578.yaml","full heterogeneous","pedro_vtei.yaml",1377897600,4187267,455514240,839056,106.9008319,49.49819064,-0.665691376,-2.179110859,0.571218002,13.810377,2,1,1,0
"bench_model_000030.yaml","full c2f","pedro_vtei.yaml",674188800,1842499,195586560,196784,64.8291589,45.09352827,-0.36656189,-1.363516433,0.565567604,14.197338,0,0,4,0
"bench_model_000894.yaml","full heterogeneous","pedro_vtei.yaml",1206212608,3601547,516529408,1138248,61.99518156,54.18880439,-0.324992895,-1.831386492,0.56510251,14.337917,1,0,2,1
"bench_model_000834.yaml","full heterogeneous","pedro_vtei.yaml",2543475776,7947697,1004608576,2222174,59.98784578,58.13615417,-0.349642754,-1.785305069,0.565322592,13.905132,2,1,0,1
"bench_model_000734.yaml","full heterogeneous","pedro_vtei.yaml",2987272960,9429051,696948480,795272,54.81740683,54.79768705,-0.428845406,-1.85051599,0.569706742,14.727247,0,1,3,0
"bench_model_000870.yaml","full heterogeneous","pedro_vtei.yaml",2263031680,9838775,1310107520,6349252,68.22603452,60.82969975,-0.44951725,-2.241394067,0.557311888,14.595202,1,2,1,0
"bench_model_000248.yaml","full mlp","pedro_vtei.yaml",1659732160,4265433,970048960,1804054,112.935663,54.78656268,-0.378673553,-1.808020471,0.564742058,13.566844,4,0,0,0
"bench_model_000856.yaml","full heterogeneous","pedro_vtei.yaml",1291571456,3301155,600457216,841056,40.59908807,55.10428762,-0.414304733,-1.997817893,0.554503981,14.483709,0,2,2,0
"bench_model_000628.yaml","full heterogeneous","pedro_vtei.yaml",1303154176,3717883,382498816,384264,59.07064617,47.86706305,-0.401605844,-1.78832415,0.578971859,14.085599,1,1,2,0
"bench_model_000108.yaml","full c2f","pedro_vtei.yaml",1065585920,2931227,381035520,493528,65.11439836,51.2219038,-0.30405426,-1.530894616,0.564201874,14.515355,0,0,4,0
"bench_model_000760.yaml","full heterogeneous","pedro_vtei.yaml",3442274560,9834115,1142928640,1160656,41.1466735,57.70470071,-0.555989265,-2.000959559,0.572556403,14.173688,0,1,2,1
"bench_model_000182.yaml","full mlp","pedro_vtei.yaml",1271367296,2870823,592768896,457444,101.5817621,46.82509804,-0.416678667,-1.800427524,0.564003791,13.483891,4,0,0,0
"bench_model_000914.yaml","full heterogeneous","pedro_vtei.yaml",1340650176,3794729,418018496,443446,69.13287497,49.81525922,-0.475581408,-1.967385135,0.538948331,14.165379,1,1,2,0
"bench_model_000582.yaml","full heterogeneous","pedro_vtei.yaml",1632750400,3603361,945944640,1158622,94.65152788,53.3822391,-0.451505184,-1.877838758,0.588422561,13.972719,2,1,1,0
"bench_model_000944.yaml","full heterogeneous","pedro_vtei.yaml",1222804480,3442947,531068160,971328,46.08482701,55.33778954,-0.331172228,-1.693255561,0.555973698,13.98522,0,0,3,1
"bench_model_000686.yaml","full heterogeneous","pedro_vtei.yaml",3042702080,8880735,1497931520,3133708,89.19805789,59.54989386,-0.350122452,-1.84250264,0.568254901,13.889207,2,0,0,2
"bench_model_000244.yaml","full mlp","pedro_vtei.yaml",2819050304,8254077,934182464,1191290,113.471504,53.00996447,-0.3948524,-1.841767791,0.562414388,13.931123,4,0,0,0
"bench_model_000552.yaml","full heterogeneous","pedro_vtei.yaml",1781016064,5406791,569003264,940580,34.75861323,54.77295303,-0.45826745,-1.967247697,0.521858386,14.109969,0,2,1,1
"bench_model_000736.yaml","full heterogeneous","pedro_vtei.yaml",1932322304,5140935,724338944,708772,40.7914657,54.07854271,-0.413912296,-1.90829799,0.525787177,14.488782,0,1,2,1
"bench_model_000756.yaml","full heterogeneous","pedro_vtei.yaml",3125938752,9401809,1224464192,2269902,71.30986714,58.27387524,-0.47403574,-2.01543798,0.56947889,14.010814,2,1,0,1
"bench_model_000740.yaml","full heterogeneous","pedro_vtei.yaml",1429836288,4582739,500313088,1207648,62.34979546,53.66435361,-0.340113163,-1.530800958,0.569382205,14.232535,1,0,2,1
"bench_model_000648.yaml","full heterogeneous","pedro_vtei.yaml",992377600,2360587,506712320,686712,41.75713146,53.03327417,-0.409418106,-1.962748628,0.56435719,13.868483,0,1,2,1
"bench_model_000850.yaml","full heterogeneous","pedro_vtei.yaml",1018536576,2784331,338709376,369032,50.86904299,48.13510156,-0.355855703,-1.326581737,0.559721522,13.801979,2,0,1,1
"bench_model_000588.yaml","full heterogeneous","pedro_vtei.yaml",2872847616,8285535,977647616,1187036,35.21226603,56.34809899,-0.542824745,-2.240351567,0.545800887,14.801447,0,2,1,1
"bench_model_000720.yaml","full heterogeneous","pedro_vtei.yaml",1475101184,4762363,542623744,1373448,44.31993032,55.7807734,-0.301805019,-1.491086862,0.589340587,14.433934,1,0,2,1
"bench_model_000900.yaml","full heterogeneous","pedro_vtei.yaml",1459256704,3347987,774504064,911568,85.46682894,52.40863991,-0.375626564,-1.811695028,0.572879044,13.5377,3,0,0,1
"bench_model_000224.yaml","full mlp","pedro_vtei.yaml",1277793024,3579371,362549504,260344,105.6618783,43.10685849,-0.427440405,-2.022903195,0.559385353,13.402658,4,0,0,0
"bench_model_000140.yaml","full mlp","pedro_vtei.yaml",1354274560,3014599,673628160,596740,92.95810771,49.33879733,-0.408487797,-1.959007164,0.559255841,13.508551,4,0,0,0
"bench_model_000638.yaml","full heterogeneous","pedro_vtei.yaml",2693532928,8952071,791687168,1819012,94.3294971,56.63865399,-0.568099022,-2.056755742,0.585745802,14.633915,1,1,2,0
"bench_model_000500.yaml","full heterogeneous","pedro_vtei.yaml",3007543040,7351471,1471307520,1646428,106.669719,56.38123417,-0.389301062,-1.948576628,0.584545471,14.132363,2,0,2,0
"bench_model_000022.yaml","full c2f","pedro_vtei.yaml",2439066880,8046907,542392320,940344,57.51695752,55.87488508,-0.314458847,-1.607218793,0.558255214,14.665593,0,0,4,0
"bench_model_000678.yaml","full heterogeneous","pedro_vtei.yaml",978802624,1984405,500694464,341762,59.84221447,45.7738421,-0.885150433,-2.148822632,0.556294854,13.241958,2,2,0,0
"bench_model_000056.yaml","full c2f","pedro_vtei.yaml",645706240,1792819,168087040,148640,58.760144,43.49603534,-0.352082491,-1.290411838,0.557797289,14.142568,0,0,4,0
"bench_model_000642.yaml","full heterogeneous","pedro_vtei.yaml",1124943936,3622189,632527936,1905818,46.38289875,56.47732019,-0.334518671,-1.806897904,0.534001193,13.465443,1,0,1,2
"bench_model_000682.yaml","full heterogeneous","pedro_vtei.yaml",1826588160,6081707,303470080,417624,45.67858744,48.75514996,-1.868385673,-2.379404202,0.538700516,13.836097,0,2,2,0
"bench_model_000724.yaml","full heterogeneous","pedro_vtei.yaml",1892579008,4175697,963547328,799838,53.1831156,54.48569441,-0.375094652,-1.838077127,0.503875046,13.609028,1,1,0,2
"bench_model_000874.yaml","full heterogeneous","pedro_vtei.yaml",1693876224,5082095,488465664,641868,42.18608314,52.28169012,-0.35208559,-1.5204273,0.575092309,14.498688,1,0,1,2
"bench_model_000640.yaml","full heterogeneous","pedro_vtei.yaml",1279233280,3132679,593454080,691140,50.41459,52.24487901,-0.557884693,-2.113448951,0.575014522,13.953671,0,2,2,0
"bench_model_000644.yaml","full heterogeneous","pedro_vtei.yaml",2933419520,7618115,1392591360,1895664,45.68385649,59.0084908,-0.410600662,-2.092216761,0.547522194,13.920807,1,1,0,2
"bench_model_000806.yaml","full heterogeneous","pedro_vtei.yaml",1044752320,2784333,364308160,365194,51.83526397,48.08009624,-0.676013708,-2.251934033,0.527206524,13.503755,1,3,0,0
"bench_model_000666.yaml","full heterogeneous","pedro_vtei.yaml",1240138560,3853717,550242880,1382098,42.92904252,54.89437914,-0.312580585,-1.753761007,0.560580426,14.419346,1,0,1,2
"bench_model_000212.yaml","full mlp","pedro_vtei.yaml",848812864,2085145,370210624,439430,90.43588245,46.33192706,-0.445942879,-1.735362988,0.553762666,13.169552,4,0,0,0
"bench_model_000636.yaml","full heterogeneous","pedro_vtei.yaml",1780610176,5056591,842710656,1636956,56.12254417,57.04556656,-0.366098642,-1.874752917,0.562188778,13.713522,2,1,1,0
"bench_model_000712.yaml","full heterogeneous","pedro_vtei.yaml",1592949120,3608615,674508160,281908,61.34913862,46.83142853,-0.581315517,-1.906029326,0.537847385,13.804571,1,1,2,0
"bench_model_000024.yaml","full c2f","pedro_vtei.yaml",735720960,2361059,250872320,685136,66.00050032,50.57174134,-0.352041245,-1.600498767,0.55315495,14.158135,0,0,4,0
"bench_model_000586.yaml","full heterogeneous","pedro_vtei.yaml",1139937216,2672109,653611456,991578,68.84018314,53.059515,-0.748345137,-2.547268929,0.574464253,13.390495,1,2,1,0
"bench_model_000716.yaml","full heterogeneous","pedro_vtei.yaml",2304386752,7067969,768796352,1346542,70.47804558,55.74529791,-0.383333683,-1.972960927,0.579007134,14.515038,1,1,1,1
"bench_model_000188.yaml","full mlp","pedro_vtei.yaml",1154903744,3104241,671038144,1429854,100.4954007,52.33135223,-0.366641521,-1.87431086,0.55248874,13.284755,4,0,0,0
"bench_model_000742.yaml","full heterogeneous","pedro_vtei.yaml",1400231360,5001805,469476800,1618266,74.09500349,54.14869261,-0.44810462,-1.83333343,0.577992159,13.701042,1,1,1,1
"bench_model_000050.yaml","full c2f","pedro_vtei.yaml",964414720,2913211,280683520,476152,68.12303483,49.75464201,-0.374839306,-1.498628123,0.552056916,14.364695,0,0,4,0
"bench_model_000624.yaml","full heterogeneous","pedro_vtei.yaml",2090761984,5445975,881042944,984244,43.90216064,54.80229259,-0.334245443,-1.68298257,0.543382568,14.090715,1,0,1,2
"bench_model_000664.yaml","full heterogeneous","pedro_vtei.yaml",1367520512,3354995,681731072,901936,71.4806025,52.04348874,-0.386024237,-2.264945721,0.530892842,13.517644,2,1,0,1
"bench_model_000860.yaml","full heterogeneous","pedro_vtei.yaml",2216171968,6350217,692073408,692278,93.30397284,50.95761538,-0.459164381,-2.199139236,0.555748527,13.944994,2,1,1,0
"bench_model_000526.yaml","full heterogeneous","pedro_vtei.yaml",1031368704,3302475,546192384,1625528,101.6526036,53.2314086,-0.358686924,-1.816417007,0.545632739,13.9063015,2,0,1,1
"bench_model_000646.yaml","full heterogeneous","pedro_vtei.yaml",2044790016,6598191,517739776,931036,74.15840292,52.19597387,-0.519558668,-1.885700555,0.584696282,14.172569,2,1,1,0
"bench_model_000594.yaml","full heterogeneous","pedro_vtei.yaml",1987781184,5776629,774042944,1299666,31.72153687,55.69853282,-0.451788902,-2.210441132,0.553991406,13.802628,1,2,0,1
"bench_model_000206.yaml","full mlp","pedro_vtei.yaml",1281138752,3528797,597205312,1094938,101.4845574,51.51230741,-0.39900589,-1.873055854,0.548702466,13.530917,4,0,0,0
"bench_model_000052.yaml","full c2f","pedro_vtei.yaml",685338880,1824667,206897920,176392,49.46232128,46.08141851,-0.289352894,-1.437483702,0.548656312,14.180376,0,0,4,0
"bench_model_000380.yaml","full maxvit","pedro_vtei.yaml",3221710080,8562523,1322823680,1455960,19.21416003,59.14115047,-0.326354027,-1.558966435,0.548409628,14.082173,0,0,0,4
"bench_model_000816.yaml","full heterogeneous","pedro_vtei.yaml",2305759680,7331901,430491840,316346,74.8120811,46.99737406,-1.332581282,-1.970165133,0.564616899,14.574895,1,1,2,0
"bench_model_000684.yaml","full heterogeneous","pedro_vtei.yaml",1264079360,3427451,576044800,980792,75.43530214,53.85930872,-0.379238129,-1.870271176,0.540016126,14.452214,1,1,2,0
"bench_model_000604.yaml","full heterogeneous","pedro_vtei.yaml",2339873280,7099575,805593600,1382244,30.68081677,55.99951363,-0.428065777,-2.477524827,0.520099456,14.609625,0,2,1,1
"bench_model_000768.yaml","full heterogeneous","pedro_vtei.yaml",3411603968,9661319,1124154368,1051860,57.14494014,55.35887694,-0.521430016,-2.033695928,0.55656864,14.020507,1,1,0,2
"bench_model_000482.yaml","full maxvit","pedro_vtei.yaml",2402796800,6342635,877387520,680600,17.24685147,54.55609918,-0.350194216,-1.439611601,0.546934724,13.865443,0,0,0,4
"bench_model_000076.yaml","full c2f","pedro_vtei.yaml",2210622720,7324939,332400640,293256,57.70905042,48.68337417,-0.353171349,-1.483558697,0.546916096,14.513446,0,0,4,0
"bench_model_000690.yaml","full heterogeneous","pedro_vtei.yaml",3055801216,9510643,762199936,874304,57.79668534,54.73710489,-0.624363661,-1.915660739,0.546643543,14.406846,1,1,2,0
"bench_model_000714.yaml","full heterogeneous","pedro_vtei.yaml",2115769088,6225963,902320128,1752584,62.57281351,55.97357726,-0.400635481,-1.893091172,0.579963798,14.143028,1,1,1,1
"bench_model_000660.yaml","full heterogeneous","pedro_vtei.yaml",1100614336,2954145,420579776,534366,92.873119,47.88898301,-0.492594957,-1.94863826,0.52607013,13.435011,3,0,0,1
"bench_model_000780.yaml","full heterogeneous","pedro_vtei.yaml",832282624,2474419,346118144,791328,33.72891176,52.03535271,-0.485344172,-2.216258257,0.514006708,13.679645,0,3,1,0
"bench_model_000844.yaml","full heterogeneous","pedro_vtei.yaml",1398221312,4271339,466726912,883192,32.96065021,53.18495107,-0.848679304,-2.323816212,0.536377391,13.892768,0,2,2,0
"bench_model_000556.yaml","full heterogeneous","pedro_vtei.yaml",1129539840,3425371,440064000,966552,53.09108287,54.42885542,-0.317395687,-1.633211078,0.566811515,14.388793,0,0,3,1
"bench_model_000600.yaml","full heterogeneous","pedro_vtei.yaml",668232960,1825451,190780160,183320,29.01227468,44.31609726,-0.600259781,-1.757941087,0.513964176,13.482999,0,2,1,1
"bench_model_000822.yaml","full heterogeneous","pedro_vtei.yaml",1791004160,4756451,593347840,348480,69.32885575,45.94182849,-1.744945526,-2.61203691,0.528376343,13.689494,2,1,0,1
"bench_model_000218.yaml","full mlp","pedro_vtei.yaml",708748544,1887459,232278784,246864,101.0205998,42.23411679,-0.487287998,-2.087053736,0.544912714,13.035847,4,0,0,0
"bench_model_000114.yaml","full c2f","pedro_vtei.yaml",1937706240,6103739,414257920,435560,68.10652733,50.3612113,-0.343874216,-1.456794346,0.544727618,14.655283,0,0,4,0
"bench_model_000694.yaml","full heterogeneous","pedro_vtei.yaml",1462557440,4634091,529831680,1239800,39.81962991,54.20841861,-0.416800261,-2.323871837,0.544660266,14.343972,0,2,2,0
"bench_model_000852.yaml","full heterogeneous","pedro_vtei.yaml",1590877440,4644779,654705920,1239736,39.46801221,56.74925709,-0.614051342,-1.993017143,0.518588192,14.332207,0,1,2,1
"bench_model_000200.yaml","full mlp","pedro_vtei.yaml",1439049856,4482215,512724096,1112500,83.91872907,51.46722436,-0.363384724,-1.707450416,0.544338792,13.472231,4,0,0,0
"bench_model_000208.yaml","full mlp","pedro_vtei.yaml",904993728,2638845,423593408,975210,108.1173706,49.42983675,-0.357379913,-1.906082087,0.544102713,13.179877,4,0,0,0
"bench_model_000898.yaml","full heterogeneous","pedro_vtei.yaml",1191614720,3953131,267508480,599544,48.29551989,49.40696073,-0.440626383,-1.865240845,0.54399181,14.141644,1,1,2,0
"bench_model_000916.yaml","full heterogeneous","pedro_vtei.yaml",2468036096,6225019,1246264576,1731032,20.83135164,58.55376434,-0.44788456,-2.746357274,0.51334837,13.897202,0,3,0,1
"bench_model_000876.yaml","full heterogeneous","pedro_vtei.yaml",2403171904,8575841,1172199744,4020926,35.34291112,60.20291543,-0.403860092,-2.053728846,0.542396103,13.86666,1,1,0,2
"bench_model_000758.yaml","full heterogeneous","pedro_vtei.yaml",1001023360,2789579,322430080,381960,88.70927763,45.59700274,-0.46528554,-2.250954236,0.545131013,13.869089,2,1,1,0
"bench_model_000882.yaml","full heterogeneous","pedro_vtei.yaml",1366306560,4729775,440715520,1357756,81.53292251,51.11627793,-0.973799467,-1.997572982,0.526482644,13.513324,2,1,0,1
"bench_model_000766.yaml","full heterogeneous","pedro_vtei.yaml",2293650496,6331745,766595136,655374,41.28437179,53.77429843,-0.354218483,-1.530078532,0.575074916,13.855347,1,0,1,2
"bench_model_000180.yaml","full mlp","pedro_vtei.yaml",889235200,2352255,409478400,696812,116.3233106,47.65501642,-0.434414864,-2.000571587,0.542020287,13.164042,4,0,0,0
"bench_model_000508.yaml","full heterogeneous","pedro_vtei.yaml",2773233600,7461369,893536960,428534,73.18578184,49.96507788,-0.512321949,-2.075702717,0.550150752,13.98549,1,1,2,0
"bench_model_000392.yaml","full maxvit","pedro_vtei.yaml",2867493120,8986235,964910080,1847416,19.48285496,59.05402088,-0.331344128,-1.717809565,0.541615982,14.01213,0,0,0,4
"bench_model_000110.yaml","full c2f","pedro_vtei.yaml",1204504320,4092883,275715840,713184,70.25905657,51.07774282,-0.359654188,-1.726937053,0.541362246,14.300009,0,0,4,0
"bench_model_000144.yaml","full mlp","pedro_vtei.yaml",1339632064,4030073,417000384,678790,81.78453791,49.32549644,-0.373944521,-1.73462432,0.541077362,13.454483,4,0,0,0
"bench_model_000532.yaml","full heterogeneous","pedro_vtei.yaml",1070766656,3316777,585751616,1638806,102.9733465,51.53669524,-0.849109411,-2.251666364,0.563318429,13.233976,3,1,0,0
"bench_model_000004.yaml","full c2f","pedro_vtei.yaml",1193048320,3595123,271156480,248448,40.73653382,49.01167655,-0.337766171,-1.54040982,0.54070279,14.290899,0,0,4,0
"bench_model_000558.yaml","full heterogeneous","pedro_vtei.yaml",1608163072,5403015,403615232,965476,77.26127422,51.41892648,-0.37647295,-1.549888149,0.53929252,14.262655,2,0,1,1
"bench_model_000100.yaml","full c2f","pedro_vtei.yaml",846630400,2556227,168856320,149248,55.29806936,44.0749774,-0.381760359,-1.440482029,0.540461233,14.157908,0,0,4,0
"bench_model_000626.yaml","full heterogeneous","pedro_vtei.yaml",1676375040,5746627,969032960,3201408,43.66755408,60.26793551,-0.350800514,-2.182271928,0.561882613,14.079965,0,1,2,1
"bench_model_000198.yaml","full mlp","pedro_vtei.yaml",842070784,2172687,363629824,524412,115.0857055,46.21156406,-0.433670759,-2.051218327,0.540048217,13.152931,4,0,0,0
"bench_model_000982.yaml","full heterogeneous","pedro_vtei.yaml",1055160320,3082531,370402560,640352,48.70396042,50.33686543,-1.198906898,-2.707302554,0.543550211,14.290899,0,1,2,1
"bench_model_000908.yaml","full heterogeneous","pedro_vtei.yaml",3018762944,8856609,1119871424,1736222,67.1684854,56.50992227,-0.534282446,-2.144242766,0.545041952,13.970803,2,2,0,0
"bench_model_000036.yaml","full c2f","pedro_vtei.yaml",889532160,2593563,210731520,181464,49.85126859,46.02178311,-0.374874592,-1.350758343,0.538066966,14.214663,0,0,4,0
